Date,"""Weird_Al""_Yankovic_en.wikipedia.org_desktop_all-agents",100_metres_en.wikipedia.org_desktop_all-agents,10_Gigabit_Ethernet_en.wikipedia.org_desktop_all-agents,1551_en.wikipedia.org_desktop_all-agents,1896_Summer_Olympics_en.wikipedia.org_desktop_all-agents,1918_flu_pandemic_en.wikipedia.org_desktop_all-agents,1936_Summer_Olympics_en.wikipedia.org_desktop_all-agents,1976_Summer_Olympics_en.wikipedia.org_desktop_all-agents,1980_Summer_Olympics_en.wikipedia.org_desktop_all-agents,1984_Summer_Olympics_en.wikipedia.org_desktop_all-agents,1989_(Taylor_Swift_album)_en.wikipedia.org_desktop_all-agents,1999_(Prince_album)_en.wikipedia.org_desktop_all-agents,2000_Summer_Olympics_en.wikipedia.org_desktop_all-agents,2002_FIFA_World_Cup_en.wikipedia.org_desktop_all-agents,2003_invasion_of_Iraq_en.wikipedia.org_desktop_all-agents,2007_tuberculosis_scare_en.wikipedia.org_desktop_all-agents,2008_Summer_Olympics_en.wikipedia.org_desktop_all-agents,2008_Summer_Olympics_medal_table_en.wikipedia.org_desktop_all-agents,2012_Benghazi_attack_en.wikipedia.org_desktop_all-agents,2012_Summer_Olympics_en.wikipedia.org_desktop_all-agents,2012_Summer_Olympics_medal_table_en.wikipedia.org_desktop_all-agents,2014_FIFA_World_Cup_en.wikipedia.org_desktop_all-agents,2015_NCAA_Men's_Division_I_Basketball_Tournament_en.wikipedia.org_desktop_all-agents,2015_in_film_en.wikipedia.org_desktop_all-agents,2016_Asia_Cup_en.wikipedia.org_desktop_all-agents,2016_Democratic_National_Convention_en.wikipedia.org_desktop_all-agents,2016_European_Men's_Handball_Championship_en.wikipedia.org_desktop_all-agents,2016_FIFA_Club_World_Cup_en.wikipedia.org_desktop_all-agents,2016_FIFA_Futsal_World_Cup_en.wikipedia.org_desktop_all-agents,2016_Giro_d'Italia_en.wikipedia.org_desktop_all-agents,2016_ICC_World_Twenty20_en.wikipedia.org_desktop_all-agents,2016_IIHF_World_Championship_en.wikipedia.org_desktop_all-agents,2016_Indian_Premier_League_en.wikipedia.org_desktop_all-agents,2016_NBA_All-Star_Game_en.wikipedia.org_desktop_all-agents,2016_NFL_Draft_en.wikipedia.org_desktop_all-agents,2016_NHL_Entry_Draft_en.wikipedia.org_desktop_all-agents,2016_Republican_National_Convention_en.wikipedia.org_desktop_all-agents,2016_Summer_Olympics_closing_ceremony_en.wikipedia.org_desktop_all-agents,2016_Summer_Olympics_medal_table_en.wikipedia.org_desktop_all-agents,2016_Summer_Olympics_opening_ceremony_en.wikipedia.org_desktop_all-agents,2016_Summer_Paralympics_en.wikipedia.org_desktop_all-agents,2016_Thomas_&_Uber_Cup_en.wikipedia.org_desktop_all-agents,2016_Tour_de_France_en.wikipedia.org_desktop_all-agents,2016_UEFA_Europa_League_Final_en.wikipedia.org_desktop_all-agents,2016_United_States_men's_Olympic_basketball_team_en.wikipedia.org_desktop_all-agents,2016_World_Cup_of_Hockey_en.wikipedia.org_desktop_all-agents,2017_FIFA_Confederations_Cup_en.wikipedia.org_desktop_all-agents,2017_NBA_All-Star_Game_en.wikipedia.org_desktop_all-agents,2018_FIFA_World_Cup_qualification_en.wikipedia.org_desktop_all-agents,2018_FIFA_World_Cup_qualification_(CONMEBOL)_en.wikipedia.org_desktop_all-agents,2018_FIFA_World_Cup_qualification_(UEFA)_en.wikipedia.org_desktop_all-agents,2018_Winter_Olympics_en.wikipedia.org_desktop_all-agents,2020_Summer_Olympics_en.wikipedia.org_desktop_all-agents,2022_Winter_Olympics_en.wikipedia.org_desktop_all-agents,2024_Summer_Olympics_en.wikipedia.org_desktop_all-agents,2028_Summer_Olympics_en.wikipedia.org_desktop_all-agents,3_Doors_Down_en.wikipedia.org_desktop_all-agents,4K_resolution_en.wikipedia.org_desktop_all-agents,58th_Annual_Grammy_Awards_en.wikipedia.org_desktop_all-agents,88th_Academy_Awards_en.wikipedia.org_desktop_all-agents,A.C._Milan_en.wikipedia.org_desktop_all-agents,A.J._Styles_en.wikipedia.org_desktop_all-agents,AC/DC_en.wikipedia.org_desktop_all-agents,AK-47_en.wikipedia.org_desktop_all-agents,AMGTV_en.wikipedia.org_desktop_all-agents,AR-15_en.wikipedia.org_desktop_all-agents,A_Monster_Calls_(film)_en.wikipedia.org_desktop_all-agents,A_Series_of_Unfortunate_Events_en.wikipedia.org_desktop_all-agents,A_Song_of_Ice_and_Fire_en.wikipedia.org_desktop_all-agents,Aamir_Khan_en.wikipedia.org_desktop_all-agents,Aaron_Lewis_en.wikipedia.org_desktop_all-agents,Aberfan_disaster_en.wikipedia.org_desktop_all-agents,Academy_Award_for_Best_Actor_en.wikipedia.org_desktop_all-agents,Academy_Award_for_Best_Picture_en.wikipedia.org_desktop_all-agents,Adam_Johnson_(footballer)_en.wikipedia.org_desktop_all-agents,Adam_Levine_en.wikipedia.org_desktop_all-agents,Adele_en.wikipedia.org_desktop_all-agents,Adewale_Akinnuoye-Agbaje_en.wikipedia.org_desktop_all-agents,Adobe_Photoshop_en.wikipedia.org_desktop_all-agents,Adolf_Hitler_en.wikipedia.org_desktop_all-agents,Agent_Carter_(season_2)_en.wikipedia.org_desktop_all-agents,Agents_of_S.H.I.E.L.D._en.wikipedia.org_desktop_all-agents,Agile_software_development_en.wikipedia.org_desktop_all-agents,Ahrar_ash-Sham_en.wikipedia.org_desktop_all-agents,Airlift_(film)_en.wikipedia.org_desktop_all-agents,Akshay_Kumar_en.wikipedia.org_desktop_all-agents,Aladdin_Sane_en.wikipedia.org_desktop_all-agents,Alan_Colmes_en.wikipedia.org_desktop_all-agents,Alan_Thicke_en.wikipedia.org_desktop_all-agents,Alan_Tudyk_en.wikipedia.org_desktop_all-agents,Alaska_en.wikipedia.org_desktop_all-agents,"Albert,_Prince_Consort_en.wikipedia.org_desktop_all-agents",Albert_Einstein_en.wikipedia.org_desktop_all-agents,Albus_Dumbledore_en.wikipedia.org_desktop_all-agents,Alex_(parrot)_en.wikipedia.org_desktop_all-agents,Alex_Jones_(radio_host)_en.wikipedia.org_desktop_all-agents,Alexander_I_of_Russia_en.wikipedia.org_desktop_all-agents,Alexandre_Pato_en.wikipedia.org_desktop_all-agents,Alexis_Arquette_en.wikipedia.org_desktop_all-agents,Alexis_Ohanian_en.wikipedia.org_desktop_all-agents
2015-07-31,2120,1031,930,11,595,732,1015,912,768,1234,3606,282,1429,1290,991,11,4213,218,4570,3569,1010,3312,156,26452,95,513,77,427,133,35,1307,103,121,204,9,107,456,48,31,175,273,12,279,159,137,61,817,49,2878,606,1045,11896,10953,40902,12791,3354,932,3002,8,314,5439,688,4547,2594,25,1468,427,976,7591,3428,463,133,1846,3515,232,2836,3078,1613,2239,11561,10,4697,4439,183,558,2603,414,117,675,1193,3141,932,6791,938,292,829,491,1478,519,328
2015-08-01,1970,681,305,16,984,621,784,634,523,736,3140,211,947,1097,892,11,2671,167,2603,2487,788,2841,157,26147,113,318,75,324,91,28,1288,69,84,136,2,80,344,42,8,123,179,14,261,98,129,44,650,33,2290,476,840,5279,5403,20183,5321,1644,648,2256,12,299,6077,720,3738,2315,46,1257,407,857,4946,3306,350,88,1575,2988,203,2615,2649,1353,2459,7808,18,4352,1769,195,545,2681,384,115,410,1057,2520,782,5650,940,4080,711,416,1359,408,239
2015-08-02,1642,694,325,17,403,1758,756,536,522,661,3351,212,1044,933,1237,5,2643,177,2744,2404,751,2717,161,25783,107,452,84,361,113,57,1218,73,94,141,12,119,429,48,11,111,213,6,239,106,135,42,642,40,2109,425,721,3360,3797,11873,3852,1204,626,2363,11,317,6150,689,3795,2358,20,1395,393,891,5316,3220,363,108,1933,3452,227,2858,3202,1367,2201,8372,12,4886,2114,188,565,2482,344,96,365,1002,2893,851,6821,1351,3517,765,483,2105,509,262
2015-08-03,1976,981,891,10,450,1324,1118,579,546,754,2977,215,895,1012,1062,14,2560,180,3182,2669,847,2720,180,26368,125,581,102,376,99,46,1201,94,103,210,11,111,495,41,1,125,167,14,352,120,139,71,654,43,2424,487,760,3641,3633,13244,3436,1014,737,2907,15,311,4368,781,4232,2263,25,1533,356,1120,5551,3311,424,123,1632,3404,693,2768,2781,1482,2162,8844,18,4750,4738,206,568,2522,364,151,486,976,3485,1362,7103,1104,829,850,448,3801,728,241
2015-08-04,2187,872,1229,14,452,938,816,553,533,677,3417,250,915,1236,1185,11,2551,169,2689,2971,934,3117,206,25944,115,777,105,566,164,43,1188,109,99,265,13,131,794,40,8,151,190,8,321,161,179,59,598,45,2395,466,706,3709,3823,14629,3433,1063,843,3309,12,361,6042,727,4682,2745,25,1730,464,1277,6172,3224,525,204,1783,3382,325,3199,3206,1738,2663,9707,18,5100,5660,275,604,2813,422,188,525,945,3683,1260,8293,897,480,925,519,1101,535,297
2015-08-05,7085,1014,1168,15,455,873,754,586,599,856,7030,261,1222,1194,1291,17,2294,257,2467,3158,1107,3165,367,25203,128,714,85,753,133,69,1156,105,113,231,11,143,804,41,7,212,243,10,255,236,207,66,641,40,2169,485,687,2965,3706,9920,3185,913,737,3267,17,350,5798,683,4065,2640,31,1527,490,1299,5700,3205,488,172,1909,3662,286,3101,3183,1508,3404,9387,12,4912,5713,247,614,3898,431,179,546,1021,3595,1062,8839,876,393,1049,412,803,524,289
2015-08-06,2009,820,1195,13,424,869,701,485,468,709,6515,266,995,1115,1220,21,1852,178,3036,2693,952,3093,252,26109,100,1010,95,944,113,45,1016,80,106,255,15,147,1395,41,7,136,181,9,215,295,235,144,622,62,2295,422,720,4114,2559,5719,2223,621,697,3237,12,321,4263,871,4110,2585,62,1519,474,935,5344,3111,475,146,1721,3126,333,2969,3221,1502,2342,9914,17,4965,5674,261,776,3547,360,218,673,1115,3379,874,10518,1142,495,1146,491,717,843,372
2015-08-07,2016,773,986,23,505,787,684,481,468,647,5345,283,799,1009,1166,21,1496,187,4081,2373,828,2992,212,27479,128,1737,73,700,127,44,938,101,89,204,9,195,2360,45,10,112,177,25,184,459,307,188,696,42,1887,435,594,1626,2238,4255,1826,572,715,3202,7,355,3902,747,4022,2335,37,1497,495,845,4673,3051,494,118,1514,3486,342,3036,3177,1310,2135,8606,19,4843,4645,219,697,3081,372,1486,603,904,3164,745,7264,1123,418,873,395,742,599,267
2015-08-08,2193,631,321,12,425,710,527,393,420,500,4303,262,842,869,972,16,1533,151,2192,2149,708,2711,154,25980,114,719,87,388,94,35,899,73,106,163,7,144,1213,39,5,94,155,17,130,125,254,84,521,30,1422,341,434,1134,1584,3253,1498,489,669,2388,12,290,3220,698,3770,2286,22,1270,429,783,3779,3137,394,106,1618,3581,586,2791,2637,1368,2064,7822,23,4469,1861,235,631,3160,345,1924,402,837,2591,716,6788,887,313,720,404,528,507,214
2015-08-09,1673,673,333,15,355,794,687,460,388,547,4018,262,1061,972,972,8,1464,158,2214,2293,808,2660,133,26279,101,673,115,348,104,38,795,58,88,134,7,107,945,22,3,88,157,6,178,147,156,69,484,40,1565,419,490,1158,1803,3063,1686,521,622,2521,19,338,3771,787,3796,2146,28,1504,515,786,4153,3035,367,117,1631,3454,352,2909,2927,1431,1949,8570,22,4805,2248,152,627,3048,371,1680,447,1027,2686,1054,7220,857,315,814,443,589,604,272
2015-08-10,1593,765,872,17,404,820,660,530,490,629,4088,247,951,973,1121,9,1426,159,2490,2319,731,2953,210,27066,111,861,103,382,99,42,1394,76,118,211,8,129,943,36,11,110,189,11,237,166,275,75,529,46,1607,316,434,1723,1924,4016,1735,529,661,3019,12,293,4659,686,4137,2338,24,1575,506,865,5384,2768,395,154,1715,3402,421,2822,2905,1559,2362,8996,14,5070,4987,266,755,3366,385,1393,496,932,3282,790,9072,1243,638,838,448,567,707,369
2015-08-11,1685,842,1183,8,372,882,688,524,464,687,4228,281,935,1172,1169,18,1511,155,2392,2040,710,3235,204,25766,130,926,116,503,133,42,1365,103,111,245,21,143,865,39,5,87,227,18,206,294,642,56,492,37,1714,379,500,1394,1969,4005,2052,536,723,3292,11,374,6980,681,4335,2542,43,1783,485,1000,5541,3171,471,172,1739,3690,375,2978,3023,1475,2528,9720,15,4850,5511,377,733,3413,409,169,565,1148,3388,918,9269,2137,468,2076,519,627,593,401
2015-08-12,1725,791,1250,21,309,892,627,496,491,657,3823,258,936,1181,1280,16,1375,155,3727,2147,717,2971,217,24843,113,973,115,494,113,43,1138,110,96,312,16,190,768,50,6,105,173,31,200,201,522,56,539,52,1617,342,564,1173,1847,2841,1931,441,757,3472,9,359,6140,729,4159,2546,57,1559,502,947,5527,2945,447,173,1797,3795,654,3036,3177,1686,2438,9910,23,4962,5591,462,845,3658,368,198,860,1345,3483,879,8540,1085,1432,1619,510,533,497,318
2015-08-13,1736,808,1143,12,318,864,509,479,423,742,3946,245,820,1178,1357,22,1331,109,2705,1865,839,2973,224,24280,106,750,103,385,112,35,946,73,99,416,9,123,607,35,4,96,168,33,186,188,596,55,481,67,1634,564,456,1032,1505,1151,1955,406,786,3436,14,378,5052,788,4063,2339,32,1494,450,883,5363,3055,470,233,1794,3495,485,3059,3104,1547,2532,9683,19,4795,5178,346,806,3787,413,107,911,1223,3346,840,9083,1214,491,1174,491,742,493,277
2015-08-14,1751,731,964,11,294,786,537,520,347,489,3715,222,874,1091,1287,14,1236,121,2339,1840,684,2794,178,26230,104,637,90,369,128,48,880,80,92,218,8,121,515,28,5,74,179,33,187,118,748,51,522,49,1515,485,408,887,1415,1021,1620,390,779,3225,12,335,4029,761,4373,2784,34,1405,403,810,6007,3026,459,210,1787,3304,388,3433,3042,1238,2182,9162,11,4418,4314,325,843,4294,398,126,1119,950,3296,898,7793,756,599,983,390,538,812,292
2015-08-15,1437,485,342,7,274,1117,442,373,400,404,3627,221,766,900,1061,17,1280,114,1982,1520,717,2583,154,23965,119,449,76,297,86,34,704,49,75,135,5,90,353,34,6,68,178,34,111,152,405,53,434,38,1296,303,391,653,1176,832,999,314,689,2373,11,360,3228,706,4023,2685,29,1237,383,881,3939,2850,370,118,1532,3282,356,2932,3053,1204,1820,8862,18,4118,1812,272,850,4109,372,128,652,2023,2539,831,6090,713,318,839,366,478,682,190
2015-08-16,1667,608,370,22,281,1105,486,393,431,464,3741,232,861,1016,1074,12,1885,128,2188,1816,712,2755,141,25174,96,480,82,298,94,33,835,103,78,130,10,89,416,34,6,71,172,55,116,93,271,258,423,31,1246,320,404,647,1214,832,1356,348,631,2537,7,359,3440,842,3962,2249,40,1357,553,816,4379,2837,313,277,1666,3715,270,3225,3000,1319,1912,15712,17,4646,2327,317,1013,4279,401,101,579,3261,2737,1390,7471,920,401,819,388,515,539,232
2015-08-17,1816,800,1137,11,340,1364,784,416,391,520,4047,230,962,1050,1433,13,2563,154,3163,2422,931,2936,189,27850,109,646,150,436,146,31,1051,101,107,238,15,105,627,34,7,91,140,30,164,154,394,525,491,47,1564,368,414,889,1377,991,1544,373,759,3624,11,443,4968,861,4397,2490,41,1599,498,1026,5426,2996,417,151,2157,4226,312,3623,3705,1376,2701,9763,23,5234,5320,256,1110,4788,426,169,787,1930,3561,1017,9818,946,318,1059,510,1416,988,270
2015-08-18,1889,944,1271,16,404,1964,717,443,504,632,3840,268,982,1084,1287,18,2518,130,2818,2135,952,3110,198,25518,128,1004,133,543,132,51,924,82,164,198,7,141,715,29,8,97,174,26,140,200,336,85,478,48,1495,361,492,755,1351,878,1572,406,886,3487,10,455,4941,780,4552,2480,52,1696,467,1314,5158,2930,441,153,1987,3933,291,3512,3865,1376,2763,14280,10,4769,5993,326,944,4258,458,133,698,1508,3729,979,8887,877,314,1044,588,1558,787,274
2015-08-19,1877,916,1421,18,367,1154,584,435,610,640,3899,232,1166,1006,1300,16,2566,119,3444,1931,806,3226,221,24134,90,641,165,590,159,54,1266,101,95,177,9,91,583,36,6,83,131,31,163,194,253,100,428,32,1742,368,428,777,1311,736,1517,436,707,3577,13,359,4567,726,4556,2565,25,1627,398,1119,4794,2962,447,142,1866,3583,204,3374,3651,1819,2628,10326,19,4696,5913,268,1043,5216,423,137,616,1265,3660,876,10538,849,513,1144,503,1222,771,311
2015-08-20,1714,1313,1182,8,394,1018,539,478,507,533,3950,232,1153,1120,1293,14,1547,156,3054,1799,692,3193,216,32527,89,705,127,579,127,43,1126,105,101,190,4,106,643,33,5,88,167,32,160,278,242,87,564,37,1598,384,384,851,1404,743,1243,334,785,3529,11,394,4282,761,4524,2698,29,1662,377,947,4949,3177,451,149,1775,3335,341,3164,3516,1457,2455,13693,14,4807,5484,217,1022,5221,396,161,679,1016,3454,946,10309,866,306,1064,571,984,797,332
2015-08-21,1711,1729,951,14,353,1183,502,831,407,496,3647,260,1222,1059,1521,10,1488,121,2264,1730,702,2878,171,27209,94,622,108,373,109,40,835,86,115,145,7,106,546,24,3,79,128,21,130,167,175,100,436,18,1525,329,361,834,1362,757,1244,360,783,3383,11,381,4554,700,4876,3238,25,1610,413,938,4473,3021,398,174,1744,3778,312,2930,3308,1407,2211,11358,17,5912,4502,254,865,4180,472,196,640,1365,3616,1131,8101,856,285,924,420,2750,586,304
2015-08-22,1591,2775,319,10,282,908,459,400,403,455,3756,234,1328,853,1136,6,1663,131,1536,1811,676,2597,137,25016,102,475,54,267,98,30,745,101,88,122,14,82,487,32,9,88,127,14,97,93,133,68,326,31,1306,361,308,612,1224,717,1125,307,710,2366,11,358,3917,672,4261,4367,39,1383,345,841,3703,2885,323,86,1612,3040,242,2734,2898,1222,1813,12383,25,4968,1921,175,747,3682,355,287,551,1024,2653,1125,6313,867,260,821,406,1327,667,186
2015-08-23,1563,11268,362,10,347,1068,579,418,464,556,3790,218,1352,833,1038,9,1906,138,1911,2552,737,2448,121,25713,94,450,42,286,121,28,692,70,89,108,12,77,442,35,7,95,151,17,138,122,159,61,368,36,1378,314,368,654,1301,739,1221,359,707,2438,32,436,5543,778,4858,4615,30,1514,438,865,3987,2785,315,106,1707,3676,253,3010,3147,1416,1882,9384,17,5445,2202,171,662,3344,326,158,614,1112,2762,1026,8116,846,379,823,511,5462,743,186
2015-08-24,1905,13939,1158,12,419,1039,791,461,493,591,5341,312,1463,920,1377,15,1909,152,1874,2882,774,2895,196,27723,174,558,126,390,136,63,1178,126,92,224,10,107,503,34,8,108,131,16,188,142,169,77,390,45,1526,457,454,966,1600,910,1351,408,702,3284,119,465,5385,810,5534,4289,44,2399,383,948,5830,3186,388,174,1727,3696,210,3291,3238,1505,2530,13065,17,5760,5613,245,767,3429,418,115,695,1210,3941,1101,9476,917,298,1027,549,4040,725,267
2015-08-25,1931,6592,1261,26,411,1362,677,492,484,637,5111,319,1408,1113,1300,17,1870,179,2201,2712,920,3002,179,24036,245,629,114,613,137,67,1218,127,135,199,17,139,546,32,5,91,164,12,160,274,186,154,447,46,1811,389,436,792,1525,801,1448,349,797,3386,79,438,7860,1034,5064,3367,29,1895,402,1064,5204,3201,517,602,1863,3550,238,3342,3467,1526,2785,11882,15,5347,5827,353,775,3116,414,112,668,1128,3629,1016,10981,917,304,1134,576,3887,634,300
2015-08-26,1663,5742,1305,18,434,1014,637,504,537,749,4639,276,1458,953,1381,8,1850,209,1844,2794,883,3032,249,23530,221,668,121,917,147,56,1057,96,118,246,12,119,648,30,7,79,160,11,152,448,136,130,371,46,1832,483,454,770,1443,694,1821,432,800,3465,101,435,6106,942,5703,3038,38,3579,384,1020,5148,2829,383,194,2087,3842,240,3360,3240,1243,2631,11397,18,5349,5751,304,739,3141,425,153,624,1053,3536,1453,10751,883,298,1039,471,2365,603,342
2015-08-27,1689,10285,1198,13,433,1063,725,539,587,733,4889,308,1520,970,1309,14,1951,213,1799,2940,924,2936,174,23628,150,634,107,892,115,94,1114,104,136,181,5,103,592,39,8,88,111,16,151,847,171,90,456,45,1619,517,414,752,1464,682,1682,375,767,3601,93,479,7778,983,6564,3011,47,8715,359,1082,5008,2579,432,150,1517,3947,201,3315,3726,1256,2663,11523,22,5071,5706,318,937,3044,403,159,610,983,3570,1140,10114,808,364,1138,580,1491,521,1706
2015-08-28,1568,8658,1030,18,330,833,651,499,496,725,4542,288,1758,963,1077,17,2097,212,1776,2634,838,2896,185,26088,130,675,78,639,142,53,923,83,137,140,12,124,583,49,7,89,203,14,104,1344,154,109,518,41,1653,423,420,722,1385,693,1553,313,762,3358,106,538,6947,836,5598,2757,39,4278,325,1083,4816,2538,487,130,1750,3495,249,3323,6756,1196,2336,11185,18,4795,4517,329,714,2938,354,124,656,966,3441,920,8441,784,914,1052,448,1570,574,262
2015-08-29,1552,5505,432,29,299,700,525,411,496,563,4151,249,1603,786,922,12,2038,1593,1303,2322,779,2351,125,24357,115,485,69,334,123,41,806,71,96,115,5,57,369,32,7,92,160,7,86,228,111,58,386,33,1770,364,373,639,1210,592,1473,350,720,2550,98,470,5843,854,4549,2400,23,2069,339,839,3627,2550,261,93,1463,3425,192,2897,3941,1099,1582,8752,24,4561,1872,256,633,2917,366,207,705,1006,3001,775,6430,786,600,795,404,3047,484,200
2015-08-30,2749,4157,444,22,385,805,656,582,572,759,4637,258,1400,883,1071,11,1642,1229,1366,2463,911,2733,158,24112,93,548,86,315,188,60,1049,91,90,136,7,70,498,36,5,90,149,14,105,162,114,52,450,41,2060,520,424,673,1439,716,1714,383,691,2616,194,515,5598,839,4397,2462,28,1934,349,927,3929,2999,320,135,1830,3522,204,3017,4304,1247,1738,9657,18,5250,2305,336,626,3084,421,82,601,1191,3582,911,7309,1235,285,896,490,3470,611,223
2015-08-31,1867,2979,1097,14,458,1006,669,462,586,658,14158,277,1250,926,1303,15,1672,207,1754,2122,945,3295,235,27700,118,767,132,383,198,59,1968,97,101,162,21,90,652,25,10,86,173,16,130,198,155,86,553,34,3820,660,726,735,1471,643,1491,321,778,3790,350,512,6435,772,5282,2887,37,2329,370,1060,4961,2919,486,147,1795,3466,276,3626,4163,3014,2448,11619,146,5582,5296,380,826,3138,466,170,823,1649,10973,999,10321,1001,352,897,751,5201,718,271
2015-09-01,1743,2084,1232,21,540,1022,704,474,516,948,11785,269,1371,1158,1268,17,1722,140,2063,2102,765,3101,216,23581,181,656,144,342,120,66,1736,89,129,162,34,108,606,29,11,105,179,12,171,170,163,72,540,39,3202,800,650,1153,4317,987,4227,605,780,3636,189,612,6822,811,5523,3112,34,2295,345,974,4520,2939,417,147,1804,3059,326,3328,3779,2828,2560,11642,521,5465,5865,393,730,3229,437,169,890,1632,8351,981,9700,1049,313,887,604,3241,584,284
2015-09-02,2057,1624,1221,18,489,1035,743,533,526,1048,7341,287,1314,1036,1304,17,1633,112,1430,2146,743,3063,242,23907,220,632,146,367,123,77,1558,123,137,153,18,131,585,112,5,99,162,19,182,169,130,78,578,37,5530,851,844,1213,3601,1104,4961,761,795,4777,177,761,5304,782,4977,2767,33,1902,320,1224,4563,2688,415,195,2016,3261,270,3246,4001,2160,2868,11809,569,5632,5875,303,705,2958,448,314,987,1331,6959,907,13622,953,276,885,630,2623,505,248
2015-09-03,1992,1563,1215,24,361,1043,565,402,453,676,6695,318,1418,1169,1605,26,1762,136,2368,1762,696,3673,211,22631,207,606,128,380,106,72,1736,105,118,163,19,123,557,22,8,85,167,23,182,160,160,86,837,36,12330,1078,2097,893,1910,673,2267,518,759,5351,161,704,4114,824,5578,2676,24,1749,320,1617,4296,2658,414,148,1756,3282,228,3248,4115,1617,2552,12089,592,5292,5603,326,647,2930,439,185,886,1399,6874,1161,10580,842,306,851,529,1236,503,259
2015-09-04,1855,1284,1015,14,392,973,554,373,406,522,5664,279,1379,1379,1426,71,1519,91,2215,1705,613,3897,179,23942,254,483,156,338,115,64,1991,75,128,119,10,71,445,17,8,69,143,12,138,137,191,60,1020,24,12867,1314,2946,667,1418,563,1633,377,755,4235,136,527,3645,895,6029,2683,24,1817,325,1433,4081,2554,390,163,1486,3183,241,3386,3854,1364,2411,11015,502,4828,4400,245,657,2862,731,182,1629,1085,4839,1073,8467,810,376,788,537,653,463,197
2015-09-05,1457,873,358,27,276,748,547,334,344,464,5357,261,1616,1092,1213,14,1795,121,1418,1484,618,3476,222,21995,436,302,117,285,100,63,1455,87,236,94,24,99,264,23,4,77,151,11,142,133,147,58,1188,27,9539,1299,2533,561,1698,528,1219,332,621,2988,155,574,2778,894,4408,2333,31,1708,342,1711,3308,2660,319,127,1367,3064,161,3026,3152,1143,1923,8823,476,5054,1879,212,673,3074,383,326,771,1134,3159,1009,11080,764,192,794,397,536,503,205
2015-09-06,1428,947,538,14,301,875,623,281,330,544,5014,264,1338,1534,1508,18,1618,91,1438,1800,625,3994,292,22707,227,419,205,286,147,76,1023,89,117,113,33,90,338,27,14,81,178,9,145,105,169,50,1323,36,7185,1134,2595,671,1237,583,1339,384,634,3022,169,583,3016,778,4300,2482,39,1877,340,2001,3667,2477,268,131,1639,3937,155,3177,3194,1131,2220,10542,520,5549,2332,317,666,3259,387,106,705,1169,3487,1417,7787,917,68591,972,466,588,491,171
2015-09-07,1408,1169,949,30,463,995,686,382,412,540,4532,328,1620,1556,1481,8,1767,139,1602,2086,665,4480,235,24290,238,459,189,350,129,306,1407,142,129,118,42,92,425,28,14,73,251,10,212,142,176,63,1229,31,8093,1374,3007,709,1375,588,1583,372,720,3861,162,668,2812,775,4449,2722,48,1876,373,2154,4202,2755,361,213,1810,4024,187,3198,3587,1219,2695,12139,640,6095,4610,333,831,3389,440,232,716,1759,4235,1708,9515,942,3166,892,566,551,824,271
2015-09-08,1505,1178,1232,43,468,1258,695,464,451,565,4827,319,1461,1520,1740,16,1702,154,2003,2173,682,4680,223,25461,185,569,203,444,117,269,1408,96,126,144,62,103,504,57,30,118,259,13,224,148,188,378,1484,29,16064,1391,2957,686,1491,593,1745,317,693,4319,187,651,2741,860,5156,2876,71,2039,365,2374,4936,2803,422,847,1881,3521,185,3400,4668,1240,3111,12832,505,5766,6008,293,873,3811,449,189,714,1016,4514,1907,12829,809,593,1120,700,600,591,295
2015-09-09,1470,1119,1540,27,520,1681,679,470,468,524,5032,327,1433,1515,1773,20,1669,117,2013,1888,738,4523,203,22502,139,551,220,406,121,243,1173,170,111,142,16,141,463,33,7,85,209,13,212,127,226,2270,1757,29,15961,2385,2345,752,1326,593,1563,321,665,6614,127,639,2460,858,6036,2571,38,1727,345,1539,4411,2612,453,650,2188,3587,204,3619,4158,1082,2773,12569,517,6273,6335,356,1209,8309,430,146,649,870,4413,4256,11262,824,545,1053,787,507,556,271
2015-09-10,1497,1103,1396,18,607,1376,634,476,383,480,4601,307,1523,1291,1687,21,1726,112,1913,1982,685,3396,230,21853,128,598,235,331,144,177,1148,172,136,154,24,116,603,31,6,77,186,10,172,141,221,1646,894,34,5165,998,1041,780,1232,619,1647,382,763,6318,146,681,2733,779,5638,2659,29,1835,324,1192,4478,2739,368,260,1854,3121,180,3418,3717,1098,2677,13847,572,5471,5820,451,988,4118,443,148,600,880,4183,2511,11994,885,427,1018,631,609,497,383
2015-09-11,1583,1103,1122,38,418,1083,645,417,381,499,4223,294,1651,1136,2530,31,1901,116,5728,1946,723,3057,252,25117,132,605,197,293,133,150,1029,150,133,167,18,179,563,25,1,87,137,11,161,135,165,661,651,34,3229,746,695,682,1190,517,1709,390,627,4677,151,715,2704,813,6035,2563,31,1716,323,1234,4546,2856,343,195,1700,3120,249,3415,3740,1131,2616,12852,501,5078,5017,309,1063,3356,493,109,1166,902,3754,1514,9679,753,411,1474,567,610,444,497
2015-09-12,1388,803,388,13,337,709,486,329,320,403,4062,256,1646,934,1927,15,1766,100,2450,1675,651,2617,175,23370,111,363,144,274,106,190,940,107,185,86,16,124,333,31,6,68,153,10,135,107,160,508,500,23,2414,545,482,531,996,452,1404,301,609,3308,151,682,2540,755,4170,2288,23,1552,337,890,3371,2718,336,157,1508,3086,191,3172,3228,915,1915,9519,478,5078,2228,285,942,3206,364,95,722,1040,2735,1176,7916,772,246,1254,455,601,459,282
